,Unnamed: 0,Time,CHWST,OA Humidity,OA Temperature,3rd Floor AHU-1|SA Airflow,3rd Floor AHU-2|SA Airflow,3rd Floor AHU-3|SA Airflow,3rd Floor AHU-7|SA Airflow,3rd Floor AHU-8|SA Airflow,Level 2 AHU-4|SA Airflow,Level 2 AHU-5|SA Airflow,Roof AHU-10|SA Airflow,Roof AHU-11|SA Airflow,Roof AHU-12|SA Airflow,Roof AHU-9|SA Airflow,3rd Floor AHU-1|RA Humidity,3rd Floor AHU-2|RA Humidity,3rd Floor AHU-3|RA Humidity,3rd Floor AHU-7|RA Humidity,3rd Floor AHU-8|RA Humidity,Level 2 AHU-4|RA Humidity,Level 2 AHU-5|RA Humidity,Roof AHU-10|RA Humidity,Roof AHU-11|RA Humidity,Roof AHU-12|RA Humidity,Roof AHU-9|RA Humidity,Run Time,Flow Rate,Return Temperature,Action,Power,Power Actual
329,329,329,44.5,96.77999878,69.65200043,2514.789307,3358.196045,1992.844482,1653.932983,11481.95117,2817.61084,0.0,6869.35791,10899.96387,8032.768066,5556.059082,45.9276886,43.94015121,45.6807785,51.35205078,54.34309387,66.03655243,75.04315948,57.10410309,54.89785004,52.0891304,56.18999863,2,8.2167062040857,53.156886712114996,0.0,383097.76982343063,387554
330,330,330,44.41737747,96.77999878,69.65200043,2729.51123,3345.695557,1997.094482,1660.180664,11446.55469,2821.097412,0.0,6845.25,10806.63184,8080.509765999999,5569.259765999999,45.76964569,44.03614807,45.68677902,50.57604599,54.31309509,65.65245056,75.05515289,56.93815231,54.88585281,51.26520157,56.18999863,3,10.970039447908091,53.04351565888713,0.0,383522.25123043434,388985
331,331,331,44.31710052,96.82900238,69.65200043,2779.830322,3349.943359,2042.494385,1668.187378,11437.17188,2802.256592,0.0,6821.141602,10747.25977,8221.619141,5549.1083979999985,45.74455643,44.10235977,45.69277954,49.99629593,54.28647995,65.49719238,75.049263,56.72773743,54.86462784,50.81031036,56.18345261,4,13.441857048063252,52.955462328328835,0.0,383795.079824575,385622
332,332,332,44.05149841,96.9030304,69.66790771,2796.325195,3354.279541,2098.416504,1676.789307,11447.9502,2777.059814,0.0,6797.033691,10752.36133,8555.0625,5474.439453,45.85454178,44.15234375,45.69878006,49.69627762,54.2624855,65.62516022,75.03126526,56.47773743,54.83462143,50.7303009,56.17145157,5,15.037784941350202,52.80023878009375,0.0,384828.8639731294,385153
333,333,333,45.57458878,96.97705841,69.68670654,2812.820313,3366.416016,2154.338379,1685.391113,11458.72852,2751.863281,0.0,6772.925293000001,10757.46191,8888.505859,5399.770508,45.96452332,44.20232773,45.70478058,49.39625931,54.23848724,65.75312805,75.01326752,56.22773361,54.80461884,50.65029144,56.15945435,6,16.809941245250698,53.181667061766674,0.0,380131.96071778564,384703
334,334,334,45.98295212,97.05108643,69.70549774,2829.315186,3378.589355,2210.260498,1693.99292,11469.50781,2726.666504,0.0,6748.817383,10762.56348,9221.948242,5325.101563,46.07450867,44.25231171,45.7107811,49.096241,54.2144928,65.88109589,74.99526215,55.97773361,54.77461624,50.57028579999999,56.14745331,0,14.709392363018283,53.01236816465733,0.0,384783.5167697922,385741
335,335,335,45.83413315,97.12511444,69.72429657,2845.810303,3380.330811,2266.182373,1702.594727,11480.28613,2701.469727,0.0,6724.709473000001,10767.66406,9555.391602,5250.433105,46.18449402,44.3022995,45.71678543,48.79622269,54.19049454,66.00906372,74.97726440000002,55.72772979999999,54.74460983,50.49027634,56.13545227,0,6.086335717049044,52.87216904417481,0.0,385799.7305027819,386790
336,336,336,45.63420486,97.16990662,69.7430954,2864.759277,3382.0200200000004,2287.892822,1689.167603,11510.79004,2393.706055,0.0,6576.804199,10757.35059,9712.067383,5209.3427729999985,46.28260039999999,44.35487747,45.73113251,48.84946442,54.17324829,65.65292358,74.97357941,55.85551071,54.70127106,50.75393295,56.12345123,0,3.7142215731100325,52.76791403412982,1.0,389602.5094769554,385511
337,337,337,45.43443679999999,97.1999054,69.7460022,2884.218506,3381.341797,2300.787598,1668.2380369999996,11556.62793,2006.491211,0.0,6210.384277,10717.9082,9508.085938,5223.315918,46.36860275,44.40888214,45.75512695,49.40558624,54.16124725,64.69456482,74.97958374,56.31953812,54.6452713,51.36593628,56.11144638,0,23.70147116154873,53.424762566198964,0.0,382844.6161941708,384209
338,338,338,45.23413467,97.22989655,69.7460022,2903.677734,3380.649414,2313.682373,1647.3084720000004,11602.4668,1619.276489,0.0,5843.964355,10678.46582,9304.105469,5237.288574,46.45460892,44.46288300000001,45.7791214,49.96170425,54.14925003,63.73620987,74.98558044,56.78356552,54.58927155,51.97793961,56.09944534,0,9.18337638569752,53.428077522037356,0.0,382686.95800016884,377741
339,339,339,44.95148087,97.2598877,69.7460022,2923.136963,3379.957275,2326.577148,1626.378906,11648.30469,1232.061768,0.0,5477.544434,10639.02344,9100.124023,5251.261719,46.54061127,44.51688766,45.80311584,50.51782608,54.13724899,62.77785110000001,74.99158478,57.24759293,54.53327179,52.58994293,56.08744049,1,7.958315497388535,53.46738238448255,0.0,381881.5740156738,377204
340,340,340,44.56857681,97.28987885,69.7460022,2942.596191,3379.264893,2339.471924,1605.449341,11694.14258,844.8469848999998,0.0,5111.1245119999985,10599.58105,8896.142578,5265.234375,46.62661743,44.57088852,45.82711029,51.07394791,54.12524796,61.81949234,74.99758148,57.71162033,54.47727203,53.20194626,56.07543945,2,6.735941897520702,53.36791129589561,0.0,382283.53612295416,379374
341,341,341,45.32953644,97.28807831,69.7460022,2965.93335,3384.588135,2298.666504,1606.120117,11700.47266,777.8903809,0.0,5040.572754,10584.50781,8884.167969,5256.430176,46.64571381,44.61842728,45.83166885,51.39255524,54.11662292,61.40988922,75.0,57.93317795,54.44076538,53.57952881,56.05359268,0,10.06443840472586,53.212028277935914,0.0,383308.33144790283,380490
342,342,342,45.25134277,97.27008057,69.73516846,2990.069336,3389.953857,2244.049072,1614.095703,11676.06445,801.7811889999998,0.0,5491.581543,10615.42383,9264.326172,5210.322754,46.59671021,44.66242599,45.81367111,51.3745575,54.11062241,61.6777916,75.0,57.93917465,54.42276764,53.71953201,56.02358627,0,7.989123458751605,53.151624362564334,0.0,383768.04315038736,381592
343,343,343,45.03417587,97.2520752,69.72236633,3014.205078,3391.814697,2189.431641,1622.071289,11651.65723,825.6720581000002,0.0,5942.59082,10646.33887,9644.485352,5164.215332,46.5477066,44.70642471,45.79567719,51.35655975,54.10462189,61.94569778,75.0,57.94517517,54.40476608,53.8595314,55.99357986,1,7.588986284687829,53.15898970418037,0.0,383356.0993919812,384381
344,344,344,44.6686554,97.23407745,69.70956421,3038.341064,3393.651855,2134.813965,1630.046997,11627.24902,849.5629272,0.0,6393.599609000001,10677.25488,10024.64355,5118.1083979999985,46.498703000000006,44.75042343,45.77767944,51.33856201,54.09861755,62.21360016,75.0,57.95117569,54.38676453,53.99953461,55.96357727,2,7.784220021749846,53.147090580855306,0.0,383573.38090339536,383508
345,345,345,44.39289856,97.21607971,69.69676208,3062.476807,3389.247314,2080.196533,1638.022583,11602.8418,873.4537354,0.0,6844.608398,10708.16992,10404.80176,5072.0009770000015,46.44970322,44.79442215,45.7596817,51.32056808,54.09261703,62.48150635,75.0,57.95717621,54.36876678,54.13953781,55.93357086,3,9.892623747900084,53.11395485781337,0.0,384047.6083170236,382610
346,346,346,44.1428299,97.20999908,69.68395996,3063.282471,3384.815186,2053.612793,1645.998169,11577.68066,796.4006347999998,0.0,7058.34375,10747.03516,10460.10254,5064.708984000001,46.40069962,44.82937622,45.74722672,51.44053268,54.07194901,62.41778183,74.992836,57.86683655,54.36923599,53.88817215,55.95285034,4,12.625150386266307,53.061468671647944,0.0,384808.74497432297,388456
347,347,347,45.50992203,97.20999908,69.68199921,3059.239502,3375.6125490000004,2034.249512,1653.973755,11551.9375,690.9782715,0.0,6853.870117,10800.94922,9853.548828,5121.18457,46.35169601,44.859375,45.74122620000001,51.7566185,54.03994751,61.94165421,74.98084259,57.69087219,54.38723373,53.24023819,56.01284027,5,15.110692935833079,53.09001837914751,0.0,382900.5424247576,388872
348,348,348,45.71717834,97.20999908,69.68199921,3055.196289,3366.382813,2014.88623,1661.9494630000004,11526.19531,585.5559692,0.0,6649.396484000001,10854.86328,9246.996094,5177.660156,46.30269241,44.88936996,45.73522568,52.0727005,54.0079422,61.46552658,74.96884155,57.51490784,54.40523148,52.59230423,56.07282639,0,14.178751144637538,52.884770758170006,0.0,386646.8516650916,389247
349,349,349,45.70000076,97.20999908,69.68199921,3051.15332,3371.853027,1995.522949,1669.925049,11500.45215,480.1336365,0.0,6444.9223630000015,10908.77832,8640.443359,5234.135742,46.25368881,44.91936874,45.72922516,52.38878632,53.9759407,60.98939514,74.95684814,57.33894348,54.42322922,51.94437408,56.13281631,0,11.025738409802706,52.89672849428506,0.0,387538.75444763195,389621
350,350,350,45.45162964,97.20999908,69.68199921,3047.110107,3377.391602,1976.15979,1677.9006350000002,11474.70898,374.7113342,0.0,6240.44873,10962.69238,8033.890137,5290.61084,46.20468903,44.94936371,45.72322464,52.70486832,53.94393539,60.51326752,74.94484711,57.16297913,54.44122696,51.29644012,56.19280624,1,11.872545822598536,53.03464484721552,0.0,387330.9558356842,389996
351,351,351,45.15174103,97.22590637,69.68199921,3028.230225,3374.819092,1974.889526,1636.071289,11448.19336,399.1878967,0.0,6183.620117,10988.0293,7464.126465,5333.434082,46.14030838,44.96968079,45.70888901,52.86514282,53.93000031,60.86130524,74.94358063,57.15715408,54.43770218,51.72710419,56.22655869,2,12.309465113858986,53.01833489397403,0.0,385075.9694755579,390298
352,352,352,44.64477158,97.24990082,69.67658997,3006.29541,3372.20459,1978.255737,1577.243774,11421.08105,460.38455199999987,0.0,6388.135254,10959.58105,6969.039062999998,5353.857422,46.06031418,44.98468399,45.68489075,52.80514908,53.93000031,62.22867584,74.94957733,57.30315781,54.41371155,53.25295639,56.23855591,3,12.475869279879024,52.82788534713073,0.0,382464.89418364037,391393
353,353,353,44.09462357,97.27389526,69.67018890000001,2984.360596,3369.590332,1981.621948,1518.416382,11393.96973,521.5811768,0.0,6592.650879,10931.13281,6473.95166,5374.2807619999985,45.98032379,44.99968719,45.66088867,52.74515533,53.93000031,63.59604645,74.95558167,57.44915771,54.38972092,54.77880859,56.25055313,4,14.113812619788437,52.62038796804414,0.0,381617.21895376814,392195
354,354,354,43.83431625,97.29788971,69.66378784,2962.425781,3366.976074,1984.988159,1459.588867,11366.8584,582.777832,0.0,6797.166015999999,10902.68359,5978.864258,5394.7041020000015,45.90032959,45.0146904,45.6368866,52.68516159,53.93000031,64.96341705,74.96157837,57.59515762,54.36573029,56.3046608,56.26255035,5,16.670617576118154,52.365852975670336,0.0,381617.8097342755,382678
355,355,355,43.92434311,97.32188416,69.65738678,2940.490967,3368.489258,1988.35437,1400.761475,11339.74609,643.9744262999999,0.0,7001.681151999999,10874.23535,5483.777344,5415.126953,45.82033920000001,45.02968979,45.61288834,52.62516785,53.93000031,66.33078766,74.96757507,57.74116135,54.34173965,57.83050919,56.27454376,6,17.926574448470358,52.069703519950096,0.0,381844.02105260995,377645
356,356,356,44.07442093,97.32801819,69.65098572,2955.11792,3370.028076,1988.14978,1412.454346,11316.16992,690.1311646,0.0,7259.395508,10881.8916,5245.299805,5404.090332,45.78297424,45.04469299,45.60416412,52.66366196,53.91986847,67.34272003,74.96642303,57.43569565,54.34532928,58.02777481,56.28436279,7,18.480454197672895,51.97994987114423,0.0,381814.8857715606,377898
357,357,357,44.01708603,97.32501984,69.65000153,2977.311279,3371.5668950000004,1987.03186,1448.242798,11295.33789,731.9983521,0.0,7611.263184,10958.11523,5527.62207,5341.614258,45.78897476,45.05969620000001,45.61316681,52.84166336,53.90187454,67.91092682,74.96042633,56.72743225,54.37533951,56.87340546,56.29236221,8,18.602948935308557,52.101050635699366,0.0,381785.7890395359,378198
358,358,358,44.49771118,97.32201385,69.65000153,2999.504639,3373.105713000001,1985.913818,1484.03125,11274.50488,773.8655396,0.0,7963.130370999998,11034.33984,5809.944336,5279.137695,45.79497528,45.0746994,45.62216568,53.01966476,53.88388062,68.47914124,74.95442963,56.01916504,54.40534592,55.71903229,56.30035782,9,18.802532283339485,52.16630157856012,0.0,381363.3880432218,383059
359,359,359,45.26282120000001,97.3190155,69.65000153,3021.697754,3374.644531000001,1984.795898,1519.819702,11253.67285,815.7327271,0.0,8314.998047,11110.56348,6092.2666020000015,5216.661621,45.8009758,45.08969879,45.63116455,53.19766617,53.86588669,69.04734802,74.94842529,55.31090164,54.43535233,54.56465912,56.30835724,10,20.18987895322316,52.23179934627494,0.0,382471.20135028835,383695
360,360,360,45.4414444,97.31601715,69.65000153,3043.891113,3376.18335,1983.677979,1555.608154,11232.83984,857.5999145999998,0.0,8666.865234,11186.78711,6374.588867,5154.185547,45.80697632,45.104702,45.64016724,53.37566757,53.84789276,69.61556244,74.94242859,54.60263824,54.46535873,53.41028595,56.31635666,11,21.579337101461366,52.36496013366825,0.0,384694.4438621607,382658
361,361,361,45.49147797,97.31301117,69.65000153,3048.109375,3365.911377000001,1978.775391,1589.45166,11229.26074,897.5983276000002,294.0590515,8768.02832,11257.20215,6678.979492,5127.410645,45.84371185,45.14622498,45.64916611,53.58843231,53.85460281,69.50749969,74.43710327,54.63899231,54.46463394,52.93940735,56.3123703,12,20.85977119166123,52.55457740557783,0.0,386787.5196402644,381607
362,362,362,45.5,97.31001282,69.65236664,3048.615234,3355.589111,1972.9034420000007,1622.629883,11239.16699,937.0630493,977.5732422,8429.060547,11316.66113,7028.517578,5159.125,45.91171265,45.20222473,45.65816498,53.85043716,53.88061905,68.56148529,73.59309387,55.33474350000001,54.43463516,53.15939713,56.29836655,13,19.964938855111424,52.791016520976584,0.0,389504.49063044356,387809
363,363,363,45.5,97.30701447,69.65516663,3049.121338,3354.769043,1967.031372,1655.808105,11249.07324,976.527771,1661.087402,8090.091797,11376.12012,7378.056151999999,5190.839355,45.97971344,45.25822449,45.66716385,54.1124382,53.90663528,67.61547852,72.7490921,56.03049469,54.40463638,53.37938689999999,56.28436279,14,19.96507398862156,52.968549344086156,0.0,393463.5725708951,394059
364,364,364,45.5,97.30401611,69.65796661,3049.627441,3353.994141,1961.159302,1688.9863280000004,11258.97949,1015.992554,2344.601563,7751.123535,11435.5791,7727.594727,5222.553223,46.04771423,45.31422424,45.67616653,54.37443924,53.93265152,66.66946411,71.90508270000002,56.72624588,54.37463760000001,53.59937668,56.27035904,15,21.106005345613664,53.08382574776839,0.0,398362.3378176114,415840
365,365,365,45.41724014,97.30101013,69.66077423,3050.1333010000008,3352.146484,1955.287231,1722.164551,11268.88574,1055.457275,3028.115723,7412.155273,11495.03809,8077.132812999998,5254.267578,46.11571503,45.370224,45.68516541,54.63644028,53.95867157,65.72345734,71.06108093,57.42200089,54.34463501,53.81936646,56.25635529,16,22.280227157426957,53.122542300979816,0.0,403876.69131799834,392430
366,366,366,45.31709671,97.30000305,69.66357422,3063.271973,3350.292725,1963.37085,1706.781738,11376.6416,1052.017212,3417.209229,7241.333495999998,11522.41797,8461.046875,5256.3603520000015,46.15892792,45.40164185,45.69555283,54.73705292,53.97338486,65.23215485,70.81652832,56.86186218,54.33614731,53.92701721,56.23689270000001,17,22.310256486083453,53.09944435710035,0.0,407329.75711385463,398021
367,367,367,45.21710205,97.30000305,69.66400146,3079.018555,3359.183594,1975.028809,1674.790527,11559.89551,1036.456909,3415.625488,7365.663573999998,11488.82227,8915.27832,5210.25293,46.17692947,45.41963577,45.70755005,54.60913467,53.97938156,65.30416107,70.97852325,55.18158722,54.34814835,53.92102051,56.21289444,0,21.75878952107304,53.119837685956426,0.0,402837.4512454703,403898
368,368,368,45.20000076,97.30000305,69.66400146,3094.765137000001,3368.147949,1986.686768,1642.799194,11743.15039,1020.896729,3414.041748,7489.993651999999,11455.22656,9369.509766,5164.145996,46.19493484,45.43763351,45.71954727,54.48121262,53.98538208,65.37615967,71.14051819,53.50131226,54.36014557,53.91501999,56.18889618,0,0.5847978456450527,52.75262573533472,0.0,404576.9613950865,409775
369,369,369,45.36604691,97.30000305,69.66400146,3110.511719,3356.971436,1998.344727,1610.807983,11926.40527,1005.336487,3412.458008,7614.32373,11421.63086,9823.741211,5118.038574,46.2129364,45.45563126,45.73154449,54.35329056,53.99137878,65.44815826,71.30250549,51.82103729,54.37214661,53.90901947,56.16489792,1,2.119920253587697,52.64683465694917,0.0,404493.41028755065,415653
370,370,370,45.40000153,97.30000305,69.66400146,3126.2583010000008,3345.700195,2010.002686,1578.816772,12109.65918,989.7762451,3410.874268,7738.653809,11388.03418,10277.97266,5071.931640999999,46.23093796,45.47362518,45.74354172,54.22537231,53.99737549,65.52015686,71.46450043,50.14076233,54.38414764,53.90302277,56.14089966,2,6.104686769487067,52.541566182816936,0.0,404952.1277003897,419272
371,371,371,45.69006348,97.36092377,69.66400146,3150.991211,3343.935059,2126.345947,1575.087891,12282.03613,937.5249634,3408.216064,7876.812988,11346.87695,10572.55078,5086.3896479999985,46.2767334,45.49550629,45.76108170000001,54.08208084,53.98875427,65.45903778,71.62649536,50.25520325,54.39614868,53.9029808,56.12345123,3,10.92064094131997,52.586599320104014,0.0,404442.009298337,422872
372,372,372,46.04043198,97.45291138,69.6714325,3177.568604,3342.229736,2269.364258,1580.983521,12445.93945,874.8474731000001,3404.1281740000004,8039.187012,11291.49707,10541.39063,5199.713379,46.35070419,45.51951218,45.78508377,53.91674423,53.96875,65.23300934,71.78849029999998,51.96512985,54.40814972,53.90897751,56.11144638,4,12.759667756842246,52.818014716028514,0.0,403127.39952005714,426473
373,373,373,46.26595306,97.54490662,69.68023682,3204.14624,3336.341309,2412.382324,1586.87915,12609.84375,812.1699829,3400.040039,8201.561523,11236.11621,10510.23047,5313.037109000001,46.42467499,45.54351807,45.80908203,53.75141144,53.94874573,65.00698853,71.9504776,53.67505646,54.42015076,53.91497421,56.09944153,5,13.354853801523882,53.069522604436244,0.0,402831.037264007,428981
374,374,374,46.46590424,97.63689423,69.68904114,3230.723633,3330.428955,2555.400635,1592.774658,12773.74707,749.4924316,3395.952148,8363.935547,11180.73535,10479.07031,5426.3603520000015,46.49864578,45.56752396,45.83308411,53.58607483,53.92873764,64.78096008,72.11247253,55.38498306,54.43215179,53.92097092,56.08743668,6,14.059226467219643,53.323948674335085,0.0,403536.1547687309,427414
375,375,375,46.58277512,97.72888947,69.69784546,3257.301025,3317.010498,2698.418701,1598.670288,12937.65039,686.8149414,3391.864014,8526.30957,11125.35547,10447.91016,5539.684082,46.57261658,45.59152985,45.85708237,53.42074203,53.90873337,64.55493927,72.27446747,57.09490967,54.44415283,53.92696762,56.07543182,7,14.643291698597663,53.57498866345877,0.0,404993.44375559414,427230
376,376,376,46.68297958,97.76000214,69.70664978,3266.726563,3303.5551760000008,2841.437012000001,1603.194824,13104.63281,687.5350952,3389.823486,8680.805664,11063.59766,10460.59961,5606.442871,46.64562607,45.63882446,45.87646866,53.25540543,53.8966217,64.67591095,72.32569885,57.906353,54.47256088,53.52522278,56.08970642,8,15.347682693322813,53.837192787951196,0.0,406654.4361055456,427059
377,377,377,46.78287888,97.76000214,69.70800018,3272.619629,3301.77832,2984.455078,1607.255859,13274.00098,706.1314087000002,3390.507568,8821.401367,10989.74902,10562.74219,5596.611816,46.71766281,45.69881439,45.89047241,53.09007263,53.89061737,65.22574615,72.30169678,57.91835403,54.51656342,52.70683289,56.12570953,9,16.6286861861887,54.128910318788186,0.0,408924.52469018643,426887
378,378,378,46.79999924,97.76000214,69.70800018,3278.512451,3300.049316,3127.473389,1611.316772,13443.36816,724.7277222,3391.19165,8961.998047,10915.90137,10664.88477,5586.7807619999985,46.78969574,45.75880051,45.90447998,52.92473602,53.88461685,65.77558136,72.2776947,57.93035507,54.56056213,51.88844299,56.16170883,10,18.331597790594493,54.42101452882194,0.0,411407.15505158104,426716
379,379,379,46.8828125,97.76000214,69.70800018,3284.405518,3298.785889,3270.491455,1615.377686,13612.736330000002,743.3240967,3391.875488,9102.59375,10842.05371,10767.02734,5576.949707,46.86173248,45.81879044,45.91848373,52.75940323,53.87861633,66.32541656,72.25369263,57.94235611,54.60456085,51.0700531,56.19771194,0,19.888416656887824,54.26180073937665,0.0,411449.4567018212,426544
380,380,380,46.94141388,97.76000214,69.70800018,3290.29834,3297.525146,3413.509766,1619.438721,13782.10449,761.9204102000001,3392.559570000001,9243.189453,10768.20605,10869.16895,5567.118164,46.93376541,45.87878036,45.9324913,52.59406662,53.872612,66.87524414,72.22968292,57.95435715,54.64855957,50.25166321,56.23371506,0,2.2727302498646367,54.36733528889913,0.0,414477.5910760533,426373
381,381,381,46.99143219,97.78849792,69.70800018,3338.679688,3282.729248,3475.6918950000004,1623.674805,13908.85059,764.977356,3393.242676,9400.492188,10770.15234,10973.9834,5527.176758,47.00079727,45.94781876,45.94556427,52.42873383,53.85307693,67.49835205,72.11381531,57.85088348,54.66999817,50.1958046,56.24014282,0,4.235960127617405,54.5445069251043,0.0,415813.05400386686,426201
382,382,382,46.91721344,97.83149719,69.70054626,3395.761475,3267.87793,3517.286621,1627.970703,14002.6875,763.6275024,3393.924805,9587.205078,10915.43945,11084.22168,5438.04541,47.06277084,46.02180862,45.95755768,52.26339722,53.82309341,68.21258545,71.93581390000001,57.64490509,54.66999817,50.91173553,56.22214127,0,3.853889300135867,54.58581789751723,0.0,416094.5404059946,416381
383,383,383,46.9827919,97.87449646,69.69174957,3452.843262,3263.526611,3558.881348,1632.266479,14096.52441,762.2775879,3394.606689,9773.917969,11060.72559,11194.45996,5348.914063,47.1247406,46.09580231,45.9695549,52.09806442,53.79310608,68.92681122,71.7578125,57.4389267,54.66999817,51.62766647,56.20414352,1,0.07168324436718976,54.62621799404211,0.0,416617.93228087935,417887
384,384,384,47.08283997,97.91750336,69.68295288,3509.9250490000004,3259.223389,3600.476318,1636.5622560000004,14190.361330000002,760.9277344,3395.288818,9960.630859,11206.01172,11304.69824,5259.782715,47.18671036,46.16979599,45.98154831,51.93272781,53.76312256,69.64104462,71.57981109999999,57.2329483,54.66999817,52.34359741,56.18614578,2,0.0,54.69884790000502,0.0,417284.71367962874,411252
385,385,385,47.26583099,97.96050262,69.67414856,3567.006836,3254.920166,3642.071045,1640.858032,14284.19727,759.5778809,3395.970703,10147.34277,11351.29785,11414.93652,5170.651367,47.24868393,46.24378967,45.99354553,51.76739502,53.73313522,70.35527039,71.40180969,57.02696991,54.66999817,53.05952835,56.16814423,3,1.4520239593502602,54.75783535615186,0.0,418303.6769650819,410340
386,386,386,47.46598816,98.00350952,69.66535187,3604.946045,3250.616943,3681.16626,1645.113281,14394.62988,729.0078125,3396.067383,10294.97754,11449.15625,11620.64063,5128.755371,47.30078506,46.29712677,45.9907608,51.18570709,53.72337341,70.71243286,71.22499084,57.03583145,54.67920303,53.37333298,56.14357758,4,6.1112313341180915,54.84214664840731,0.0,419608.9079889933,409473
387,387,387,47.58292007,98.04650879,69.66552734,3638.901123,3246.313721,3719.616943,1649.354614,14517.99707,690.1279907,3395.385254,10373.68652,11457.13477,12021.00586,5163.927246,47.34280396,46.33913803,45.97076035,50.00714493,53.72937393,70.62844849,71.04896545,57.2358017,54.6972084,53.27935028,56.11358643,5,10.956233985966549,54.920323377207396,0.0,421007.7994433313,408606
388,388,388,46.27281189,98.08951569,69.66732788,3672.856445,3242.010498,3758.067627,1653.595947,14641.36328,651.2481688999999,3394.703125,10452.39453,11465.11328,12421.37109,5199.099121,47.38482666,46.38114548,45.95075607,48.82858276,53.73537445,70.54446411,70.87294769,57.43577194,54.71521759,53.18536377,56.08359146,6,14.50685897312444,55.20634557276513,0.0,420344.7890318645,407311
389,389,389,45.91712952,98.13251495,69.66912842,3706.811768,3241.98999,3796.518066,1657.837402,14764.73047,612.3683472,3394.020996,10531.10254,11473.09082,12821.73633,5234.270996,47.42684555,46.42315292,45.93075562,47.65002441,53.74137878,70.46047974,70.6969223,57.63574219,54.73322678,53.09137726,56.0535965,7,12.676451832766944,55.211646902462334,0.0,422005.6281039123,443052
390,390,390,45.81716537,98.17551422,69.67092133,3740.766846,3241.98999,3834.96875,1662.078735,14888.09668,573.4885254,3393.3388670000004,10609.81055,11481.06934,13222.10254,5269.442871,47.46886444,46.46516037,45.91075134,46.47146225,53.74737929999999,70.37650299,70.52090454,57.83571243,54.75123596,52.99739456,56.02360153,0,14.70392107399561,54.99221515511219,0.0,423322.77737894945,436546
391,391,391,45.55138397,98.20193481,69.67272186,3785.667969,3241.194092,3857.733154,1664.413452,14937.33691,853.8734741000002,3391.085205,10570.16602,11496.65723,13534.20898,5356.910156,47.52031708,46.47999954,45.88612747,45.97671127,53.72296906,69.74086761,70.35565186,57.89828491,54.74151611,52.95000076,56.00999832,0,3.305878019385851,54.7714606762015,0.0,422221.7947427453,429744
392,392,392,45.58283615,98.21993256,69.6745224,3832.830078,3240.394287,3876.479248,1666.095825,14929.05566,1224.482422,3386.747803,10322.23242,11526.72656,13667.01465,5529.503418,47.58131027,46.47999954,45.85612869,46.45266342,53.67496109,68.42092133,70.19766998,57.83827209,54.70552063,52.95000076,56.00999832,0,4.033004366896302,54.766813994485844,0.0,418818.85448466556,422943
393,393,393,45.59999847,98.2379303,69.67632294,3879.992188,3239.594238,3895.225342,1667.778198,14920.77441,1595.091431,3382.4104,10074.2998,11556.7959,13799.82031,5702.09668,47.64230347,46.47999954,45.82612991,46.92861938,53.62695313,67.10098267,70.03968811,57.77825928,54.66952515,52.95000076,56.00999832,0,4.648723958717328,54.73499811775365,0.0,415327.5318726209,422238
394,394,394,45.43409348,98.25592804,69.67812347,3927.154297,3238.794434,3913.971436,1669.460571,14912.49316,1965.700439,3378.072998,9826.367188,11586.86523,13932.62695,5874.689941,47.70330048,46.47999954,45.79613113,47.40457153,53.57894516,65.78103638,69.88170624,57.71824646,54.63352966,52.95000076,56.00999832,1,7.28458484175882,54.71501187714283,0.0,411744.34059838636,421572
395,395,395,45.31700516,98.27392578,69.67992401,3974.316162,3237.994385,3932.717285,1671.142822,14904.21094,2336.309326,3373.735596,9578.433594,11616.93555,14065.43262,6047.283203,47.76429367,46.47999954,45.76613235,47.8805275,53.53093719,64.46109772,69.72372437,57.65823364,54.59753418,52.95000076,56.00999832,2,11.405467278002703,54.694454532119025,0.0,408276.50764110475,420906
396,396,396,45.21696854,98.3144455,69.68172455,4049.546387,3237.19458,3888.511719,1676.320801,14967.08496,2586.947998,3370.9646,9489.921875,11713.47559,14210.7207,6171.137695,47.82528687,46.46837234,45.73058319,48.54303741,53.50323486,63.78443146,69.56451416,57.30700302,54.54204559,52.89632797,56.0067215,3,14.597428016739292,54.575839198435276,0.0,406419.4374680181,416935
397,397,397,45.36574173,98.36643982,69.68199921,4130.53125,3239.419434,3828.286865,1682.687866,15084.99121,2803.590576,3370.276611,9680.339844,11935.64063,14381.60254,6214.962890999999,47.88628006,46.4503746,45.68857574,49.47090149,53.49124146,63.90644455,69.40447998,56.69709778,54.46805191,52.78834915,56.00072098,4,15.82258032948762,54.48410520293196,0.0,405427.6897134746,412932
398,398,398,45.48287964,98.41843414,69.68199921,4211.515625,3241.661621,3768.061768,1689.054932,15202.89746,3020.233154,3369.588379,9870.757813,12157.80469,14552.4834,6258.788574,47.94727325,46.43237686,45.6465683,50.39876556,53.47924805,64.02845764,69.2444458,56.08719254,54.39405823,52.68036652,55.99472046,5,15.708972685987888,54.34197178332259,0.0,405055.4170180418,408928
399,399,399,45.58290863,98.4704361,69.68199921,4292.5004880000015,3246.447998,3707.836914,1695.421997,15320.80371,3236.875977,3368.900146,10061.17676,12379.96973,14723.36523,6302.61377,48.00827026,46.41437912,45.60456085,51.32662964,53.46725464,64.15047455,69.08441162,55.47728729,54.32006454,52.5723877,55.98871994,6,15.903260308509378,54.191489983204505,0.0,405274.4663009851,422727
